0.000000 0.000000
2.000000 1.000000
4.000000 -0.500000
6.000000 0.500000
8.000000 -0.300000
10.000000 0.000000

5.050000 0.010041 0.768579 -0.023557 -1.606492
5.100000 0.048407 0.765393 -0.103881 -1.606492
5.150000 0.086513 0.758191 -0.184206 -1.606492
5.200000 0.124159 0.746972 -0.264530 -1.606492
5.250000 0.161144 0.731738 -0.344855 -1.606492
5.300000 0.197266 0.712487 -0.425180 -1.606492
5.350000 0.232325 0.689220 -0.505504 -1.606492
5.400000 0.266121 0.661936 -0.585829 -1.606492
5.450000 0.298452 0.630637 -0.666153 -1.606492
5.500000 0.329118 0.595321 -0.746478 -1.606492
5.550000 0.357917 0.555989 -0.826802 -1.606492
5.600000 0.384650 0.512641 -0.907127 -1.606492
5.650000 0.409114 0.465276 -0.987452 -1.606492
5.700000 0.431110 0.413896 -1.067776 -1.606492
5.750000 0.450437 0.358499 -1.148101 -1.606492
5.800000 0.466893 0.299086 -1.228425 -1.606492
5.850000 0.480279 0.235656 -1.308750 -1.606492
5.900000 0.490392 0.168211 -1.389075 -1.606492
5.950000 0.497033 0.096749 -1.469399 -1.606492
6.000000 0.500000 0.021271 -1.549724 -1.606492
6.050000 0.499162 -0.054100 -1.465090 1.692680
6.100000 0.494661 -0.125238 -1.380456 1.692680
6.150000 0.486708 -0.192145 -1.295822 1.692680
6.200000 0.475517 -0.254820 -1.211188 1.692680
6.250000 0.461297 -0.313264 -1.126554 1.692680
6.300000 0.444261 -0.367476 -1.041920 1.692680
6.350000 0.424620 -0.417456 -0.957286 1.692680
6.400000 0.402586 -0.463204 -0.872652 1.692680
6.450000 0.378370 -0.504721 -0.788018 1.692680
6.500000 0.352184 -0.542006 -0.703384 1.692680
6.550000 0.324240 -0.575060 -0.618750 1.692680
6.600000 0.294749 -0.603881 -0.534116 1.692680
6.650000 0.263922 -0.628471 -0.449482 1.692680
6.700000 0.231972 -0.648829 -0.364848 1.692680
6.750000 0.199110 -0.664956 -0.280214 1.692680
6.800000 0.165547 -0.676851 -0.195580 1.692680
6.850000 0.131495 -0.684514 -0.110946 1.692680
6.900000 0.097166 -0.687945 -0.026312 1.692680
6.950000 0.062771 -0.687145 0.058322 1.692680
7.000000 0.028522 -0.682113 0.142956 1.692680
7.050000 -0.005370 -0.672850 0.227590 1.692680
7.100000 -0.038692 -0.659354 0.312224 1.692680
7.150000 -0.071235 -0.641627 0.396858 1.692680
7.200000 -0.102785 -0.619669 0.481492 1.692680
7.250000 -0.133131 -0.593478 0.566126 1.692680
7.300000 -0.162062 -0.563056 0.650760 1.692680
7.350000 -0.189366 -0.528402 0.735394 1.692680
7.400000 -0.214831 -0.489517 0.820028 1.692680
7.450000 -0.238247 -0.446399 0.904662 1.692680
7.500000 -0.259401 -0.399050 0.989296 1.692680
7.550000 -0.278082 -0.347470 1.073930 1.692680
7.600000 -0.294077 -0.291657 1.158564 1.692680
7.650000 -0.307177 -0.231613 1.243198 1.692680
7.700000 -0.317168 -0.167338 1.327831 1.692680
7.750000 -0.323840 -0.098830 1.412465 1.692680
7.800000 -0.326981 -0.026091 1.497099 1.692680
7.850000 -0.326379 0.050880 1.581733 1.692680
7.900000 -0.321822 0.132082 1.666367 1.692680
7.950000 -0.313100 0.217516 1.751001 1.692680
8.000000 -0.300000 0.307182 1.835635 1.692680
8.050000 -0.282409 0.395228 1.686174 -2.989227
8.100000 -0.260602 0.475800 1.536713 -2.989227
8.150000 -0.234953 0.548899 1.387251 -2.989227
8.200000 -0.205836 0.614525 1.237790 -2.989227
8.250000 -0.173625 0.672678 1.088329 -2.989227
8.300000 -0.138693 0.723358 0.938867 -2.989227
8.350000 -0.101414 0.766565 0.789406 -2.989227
8.400000 -0.062161 0.802298 0.639945 -2.989227
8.450000 -0.021309 0.830559 0.490483 -2.989227
8.500000 0.020770 0.851347 0.341022 -2.989227
8.550000 0.063701 0.864661 0.191561 -2.989227
8.600000 0.107112 0.870503 0.042099 -2.989227
8.650000 0.150627 0.868871 -0.107362 -2.989227
8.700000 0.193874 0.859767 -0.256823 -2.989227
8.750000 0.236479 0.843189 -0.406285 -2.989227
8.800000 0.278069 0.819138 -0.555746 -2.989227
8.850000 0.318268 0.787614 -0.705207 -2.989227
8.900000 0.356705 0.748617 -0.854669 -2.989227
8.950000 0.393006 0.702147 -1.004130 -2.989227
9.000000 0.426796 0.648204 -1.153591 -2.989227
9.050000 0.457702 0.586788 -1.303052 -2.989227
9.100000 0.485350 0.517899 -1.452514 -2.989227
9.150000 0.509367 0.441537 -1.601975 -2.989227
9.200000 0.529379 0.357702 -1.751436 -2.989227
9.250000 0.545013 0.266393 -1.900898 -2.989227
9.300000 0.555894 0.167612 -2.050359 -2.989227
9.350000 0.561649 0.061357 -2.199820 -2.989227
9.400000 0.561905 -0.052370 -2.349282 -2.989227
9.450000 0.556288 -0.173571 -2.498743 -2.989227
9.500000 0.544423 -0.302244 -2.648204 -2.989227
9.550000 0.525939 -0.438391 -2.797666 -2.989227
9.600000 0.500460 -0.582011 -2.947127 -2.989227
9.650000 0.467613 -0.733104 -3.096588 -2.989227
9.700000 0.427025 -0.891670 -3.246050 -2.989227
9.750000 0.378321 -1.057709 -3.395511 -2.989227
9.800000 0.321129 -1.231221 -3.544972 -2.989227
9.850000 0.255075 -1.412206 -3.694434 -2.989227
9.900000 0.179784 -1.600664 -3.843895 -2.989227
9.950000 0.094884 -1.796596 -3.993356 -2.989227
10.000000 0.000000 -2.000000 -4.142818 -2.989227

0.000000 0.000000
4.000000 -0.500000
3.000000 1.000000
8.000000 -1.000000

-0.000000 0.000000
-0.000000 4.894064
-0.587739 3.102774
0.684455 9.322765
